 * Serving Flask app 'node24'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8024
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 256-579-823
127.0.0.1 - - [03/Oct/2024 15:18:29] "POST /server/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:32] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:33] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:33] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:34] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:35] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:37] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:39] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:40] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:42] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:42] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:43] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:43] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:43] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:43] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:44] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:44] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:45] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:46] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:51] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:51] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:52] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:52] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:52] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:52] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:53] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:58] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:58] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:18:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:01] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:02] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:03] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:04] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:05] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:06] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:07] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:10] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:11] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:11] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:12] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:13] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2024 15:19:13] "POST /server/tasks/ HTTP/1.1" 200 -
